Akun;Kelompok;Jenis;Objek;Rincian Objek;Sub Rincian Objek;Uraian Akun
1;1;03;09;02;;Piutang Pajak Reklame Kain
1;1;03;09;02;001;Piutang Pajak Reklame Kain
1;1;03;09;03;;Piutang Pajak Reklame Melekat/Stiker
1;1;03;09;03;001;Piutang Pajak Reklame Melekat/Stiker
1;1;03;09;04;;Piutang Pajak Reklame Selebaran
1;1;03;09;04;001;Piutang Pajak Reklame Selebaran
1;1;03;09;05;;Piutang Pajak Reklame Berjalan
1;1;03;09;05;001;Piutang Pajak Reklame Berjalan
1;1;03;09;06;;Piutang Pajak Reklame Udara
1;1;03;09;06;001;Piutang Pajak Reklame Udara
1;1;03;09;07;;Piutang Pajak Reklame Apung
1;1;03;09;07;001;Piutang Pajak Reklame Apung
1;1;03;09;08;;Piutang Pajak Reklame Suara
1;1;03;09;08;001;Piutang Pajak Reklame Suara
1;1;03;09;09;;Piutang Pajak Reklame Film/Slide
1;1;03;09;09;001;Piutang Pajak Reklame Film/Slide
1;1;03;09;10;;Piutang Pajak Reklame Peragaan
1;1;03;09;10;001;Piutang Pajak Reklame Peragaan
1;1;03;10;;;Piutang Pajak Penerangan Jalan
1;1;03;10;01;;Piutang Pajak Penerangan Dihasilkan Sendiri
1;1;03;10;01;001;Piutang Pajak Penerangan Dihasilkan Sendiri
1;1;03;10;02;;Piutang Pajak Penerangan Jalan Sumber Lain
1;1;03;10;02;001;Piutang Pajak Penerangan Jalan Sumber Lain
1;1;03;11;;;Piutang Pajak Parkir
1;1;03;11;01;;Piutang Pajak Parkir
1;1;03;11;01;001;Piutang Pajak Parkir
1;1;03;12;;;Piutang Pajak Air Tanah
1;1;03;01;12;;Piutang Pajak Air Tanah
1;1;03;01;12;001;Piutang Pajak Air Tanah
1;1;03;13;;;Piutang Pajak Sarang Burung Walet
1;1;03;13;01;;Piutang Pajak Sarang Burung Walet
1;1;03;13;01;001;Piutang Pajak Sarang Burung Walet
1;1;03;14;;;Piutang Pajak Mineral Bukan Logam dan Batuan
1;1;03;14;01;;Piutang Pajak Asbes
1;1;03;14;01;001;Piutang Pajak Asbes
1;1;03;14;02;;Piutang Pajak Batu Tulis
1;1;03;14;02;001;Piutang Pajak Batu Tulis
1;1;03;14;03;;Piutang Pajak Batu Setengah Permata
1;1;03;14;03;001;Piutang Pajak Batu Setengah Permata
1;1;03;14;04;;Piutang Pajak Batu Kapur
1;1;03;14;04;001;Piutang Pajak Batu Kapur
1;1;03;14;05;;Piutang Pajak Batu Apung
1;1;03;14;05;001;Piutang Pajak Batu Apung
1;1;03;14;06;;Piutang Pajak Batu Permata
1;1;03;14;06;001;Piutang Pajak Batu Permata
1;1;03;14;07;;Piutang Pajak Bentonit
1;1;03;14;07;001;Piutang Pajak Bentonit
1;1;03;14;08;;Piutang Pajak Dolomit
1;1;03;14;08;001;Piutang Pajak Dolomit
1;1;03;14;09;;Piutang Pajak Felspar
1;1;03;14;09;001;Piutang Pajak Felspar
1;1;03;14;10;;Piutang Pajak Garam Batu (Halite)
1;1;03;14;10;001;Piutang Pajak Garam Batu (Halite)
1;1;03;14;11;;Piutang Pajak Grafit
1;1;03;14;11;001;Piutang Pajak Grafit
1;1;03;14;12;;Piutang Pajak Granit/Andesit
1;1;03;14;12;001;Piutang Pajak Granit/Andesit
1;1;03;14;13;;Piutang Pajak Gips
1;1;03;14;13;001;Piutang Pajak Gips
1;1;03;14;14;;Piutang Pajak Kalsit
1;1;03;14;14;001;Piutang Pajak Kalsit
1;1;03;14;15;;Piutang Pajak Kaolin
1;1;03;14;15;001;Piutang Pajak Kaolin
1;1;03;14;16;;Piutang Pajak Leusit
1;1;03;14;16;001;Piutang Pajak Leusit
1;1;03;14;17;;Piutang Pajak Magnesit
1;1;03;14;17;001;Piutang Pajak Magnesit
1;1;03;14;18;;Piutang Pajak Mika
1;1;03;14;18;001;Piutang Pajak Mika
1;1;03;14;19;;Piutang Pajak Marmer
1;1;03;14;01;001;Piutang Pajak Marmer
1;1;03;14;20;;Piutang Pajak Nitrat
1;1;03;14;20;001;Piutang Pajak Nitrat
1;1;03;14;21;;Piutang Pajak Opsidien
1;1;03;14;21;001;Piutang Pajak Opsidien
1;1;03;14;22;;Piutang Pajak Oker
1;1;03;14;22;001;Piutang Pajak Oker
1;1;03;14;23;;Piutang Pajak Pasir dan Kerikil
1;1;03;14;23;01;Piutang Pajak Pasir dan Kerikil
1;1;03;14;24;;Piutang Pajak Pasir Kuarsa
1;1;03;14;24;001;Piutang Pajak Pasir Kuarsa
1;1;03;14;25;;Piutang Pajak Perlit
1;1;03;14;25;001;Piutang Pajak Perlit
1;1;03;14;26;;Piutang Pajak Phospat
1;1;03;14;26;001;Piutang Pajak Phospat
1;1;03;14;27;;Piutang Pajak Talk
1;1;03;14;27;001;Piutang Pajak Talk
1;1;03;14;28;;Piutang Pajak Tanah Serap (Fullers earth)
1;1;03;14;28;001;Piutang Pajak Tanah Serap (Fullers earth)
1;1;03;14;29;;Piutang Pajak Tanah Diatome
1;1;03;14;29;001;Piutang Pajak Tanah Diatome
1;1;03;14;30;;Piutang Pajak Tanah Liat
1;1;03;14;30;001;Piutang Pajak Tanah Liat
1;1;03;14;31;;Piutang Pajak Tawas (Alum)
1;1;03;14;31;001;Piutang Pajak Tawas (Alum)
1;1;03;14;32;;Piutang Pajak Tras
1;1;03;14;32;001;Piutang Pajak Tras
1;1;03;14;33;;Piutang Pajak Yarosif
1;1;03;14;33;001;Piutang Pajak Yarosif
1;1;03;14;34;;Piutang Pajak Zeolit
1;1;03;14;34;001;Piutang Pajak Zeolit
1;1;03;14;35;;Piutang Pajak Basal
1;1;03;14;35;001;Piutang Pajak Basal
1;1;03;14;36;;Piutang Pajak Trakit
1;1;03;14;36;001;Piutang Pajak Trakit
1;1;03;14;37;;"Piutang Pajak Mineral bukan Logam dan Batuan
Lainnya"
1;1;03;14;37;001;"Piutang Pajak Mineral bukan Logam dan Batuan
Lainnya"
1;1;03;15;;;"Piutang Pajak Bumi dan Bangunan Pedesaan dan
Perkotaan (PBBP2)"
1;1;03;15;01;;Piutang PBBP2
1;1;03;15;01;001;Piutang PBBP2
1;1;03;16;;;"Piutang Bea Perolehan Hak Atas Tanah dan
Bangunan (BPHTB)"
1;1;03;16;01;;Piutang BPHTB-Pemindahan Hak
1;1;03;16;01;001;Piutang BPHTB-Pemindahan Hak
1;1;03;16;02;;Piutang BPHTB-Pemberian Hak Baru
1;1;03;16;02;001;Piutang BPHTB-Pemberian Hak Baru
1;1;04;;;;Piutang Retribusi Daerah
1;1;04;01;;;Piutang Retribusi Jasa Umum
1;1;04;01;01;;Piutang Retribusi Pelayanan Kesehatan
1;1;04;01;01;001;"Piutang Retribusi Pelayanan Kesehatan di
Puskesmas"
1;1;04;01;01;002;"Piutang Retribusi Pelayanan Kesehatan di
Puskesmas Keliling"
1;1;04;01;01;003;"Piutang Retribusi Pelayanan Kesehatan di
Puskesmas Pembantu"
1;1;04;01;01;004;"Piutang Retribusi Pelayanan Kesehatan di Balai
Pengobatan"
1;1;04;01;01;005;"Piutang Retribusi Pelayanan Kesehatan di
Rumah Sakit Umum Daerah"
1;1;04;01;01;006;"Piutang Retribusi Pelayanan Kesehatan di
Tempat Pelayanan Kesehatan lainnya yang
Sejenis"
1;1;04;01;02;;"Piutang Retribusi Pelayanan Persampahan/
Kebersihan"
1;1;04;01;02;001;"Piutang Retribusi Pelayanan Persampahan/
Kebersihan"
1;1;04;01;03;;"Piutang Retribusi Pelayanan Pemakaman dan
Pengabuan Mayat"
1;1;04;01;03;001;"Piutang Retribusi Pelayanan Penguburan/
Pemakaman termasuk Penggalian dan
Pengurukan serta Pembakaran/Pengabuan
Mayat"
1;1;04;01;03;002;"Piutang Retribusi Sewa Tempat Pemakaman atau
Pembakaran/Pengabuan Mayat"
1;1;04;01;04;;"Piutang Retribusi Pelayanan Parkir di Tepi Jalan
Umum"
1;1;04;01;04;001;"Piutang Retribusi Pelayanan Parkir di Tepi Jalan
Umum"
1;1;04;01;05;;Piutang Retribusi Pelayanan Pasar
1;1;04;01;05;001;Piutang Retribusi Pelataran
1;1;04;01;05;002;Piutang Retribusi Los
1;1;04;01;05;003;Piutang Retribusi Kios
1;1;04;01;06;;Piutang Retribusi Pengujian Kendaraan Bermotor
1;1;04;01;06;001;Piutang Retribusi Pengujian Kendaraan Bermotor
1;1;04;01;07;;"Piutang Retribusi Pemeriksaan Alat Pemadam
Kebakaran"
1;1;04;01;07;001;"Piutang Retribusi Pelayanan Pemeriksaan
dan/atau Pengujian Alat Pemadam Kebakaran"
1;1;04;01;07;002;"Piutang Retribusi Pelayanan Pemeriksaan
dan/atau Alat Penanggulangan Kebakaran"
1;1;04;01;07;003;"Piutang Retribusi Pelayanan Pemeriksaan
dan/atau Alat Penyelamatan Jiwa"
1;1;04;01;08;005;"Piutang
(Struktur)"
1;1;04;01;09;;"Piutang Retribusi Penyediaan dan/atau
Penyedotan Kakus"
1;1;04;01;09;001;"Piutang Retribusi Penyediaan dan/atau
Penyedotan Kakus"
1;1;04;01;10;;Piutang Retribusi Pengolahan Limbah Cair
1;1;04;01;10;001;Piutang Retribusi Rumah Tangga
1;1;04;01;10;002;Piutang Retribusi Perkantoran
1;1;04;01;10;003;Piutang Retribusi Industri
1;1;04;01;11;;Piutang Retribusi Pelayanan Tera/Tera Ulang
1;1;04;01;11;001;"Piutang Retribusi Pelayanan Pengujian Alat-Alat
Ukur, Takar, Timbang, dan Perlengkapannya"
1;1;04;01;11;002;"Piutang
Keadaan"
1;1;04;01;12;002;"Piutang
Pelatihan"
1;1;04;01;12;003;Piutang
1;1;04;02;01;001;"Piutang
Bangunan"
1;1;04;02;01;006;"Piutang
Bermotor"
1;1;04;02;02;;"Piutang
Pertokoan"
1;1;04;02;02;001;"Piutang Retribusi Penyediaan Fasilitas Pasar
Grosir Berbagai Jenis Barang yang Dikontrakkan"
1;1;04;02;02;002;"Piutang Retribusi Penyediaan Fasilitas
Pasar/Pertokoan yang Dikontrakkan"
1;1;04;02;03;;Piutang Retribusi Penyediaan Tempat Pelelangan
1;1;04;02;03;001;Piutang Retribusi Penyediaan Tempat Pelelangan
1;1;04;02;03;002;"Piutang Retribusi Penyediaan Fasilitas Lainnya di
Tempat Pelelangan"
1;1;04;02;04;;Piutang Retribusi Terminal
1;1;04;02;04;001;"Piutang Retribusi Pelayanan Penyediaan Tempat
Parkir untuk Kendaraan Penumpang dan Bus"
1;1;04;02;05;001;"Piutang
Parkir"
1;1;04;02;07;001;"Piutang
Hewan"
1;1;04;02;09;001;Piutang
1;1;04;02;10;001;"Piutang
Orang"
1;1;04;02;10;002;"Piutang
Barang"
1;1;04;02;11;;"Piutang
Daerah"
1;1;04;02;11;001;Piutang
1;1;04;02;11;002;Piutang
1;1;04;02;11;003;Piutang
1;1;04;02;11;004;Piutang
1;1;04;03;02;;"Piutang
Minuman"
1;1;04;03;02;001;"Piutang
Minuman"
1;1;04;03;03;001;"Piutang Retribusi Izin Trayek Untuk
Menyediakan Pelayanan Angkutan Umum"
1;1;04;03;04;;Piutang Retribusi Izin Usaha Perikanan
1;1;04;03;04;001;"Piutang Retribusi Pemberian Izin Kegiatan Usaha
Penangkapan Ikan"
1;1;04;03;04;002;"Piutang Retribusi Pemberian Izin Kegiatan Usaha
Pembudidayaan Ikan"
1;1;04;03;05;;Piutang Retribusi Pengendalian Lalu Lintas
1;1;04;03;05;001;"Piutang Retribusi Pengendalian Lalu Lintas
Penggunaan Ruas Jalan Tertentu"
1;1;04;03;05;002;"Piutang Retribusi Pengendalian Lalu Lintas
Penggunaan Koridor Tertentu"
1;1;04;03;05;003;"Piutang Retribusi Pengendalian Lalu Lintas
Penggunaan Kawasan Tertentu"
1;1;04;03;06;;"Piutang Retribusi Perpanjangan Izin
Mempekerjakan Tenaga Kerja Asing (IMTA)"
1;1;04;03;06;001;"Piutang Retribusi Pemberian Perpanjangan IMTA
kepada Pemberi Kerja Tenaga Kerja Asing"
1;1;05;;;;"Piutang Hasil Pengelolaan Kekayaan Daerah yang
Dipisahkan"
1;1;05;01;;;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMN"
1;1;05;01;01;;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMN"
1;1;05;01;01;001;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMN ..."
1;1;05;01;01;002;Dst …
1;1;05;02;;;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMD"
1;1;05;02;01;;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMD (Lembaga Keuangan)"
1;1;05;02;01;001;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMD (Lembaga Keuangan) …"
1;1;05;02;01;002;Dst …
1;1;05;02;02;;"Piutang Bagian Laba atas Penyertaan Modal pada
BUMD (Aneka Usaha)"
1;1;05;02;02;001;"Piutang Bagian Laba atas Penyertaan Modal pada
Perusahaan Milik Daerah/BUMD (Aneka Usaha)
…"
1;1;05;02;02;002;Dst …
1;1;05;02;03;;"Bagian Laba yang Dibagikan kepada Pemerintah
Daerah atas Penyertaan Modal pada (Dividen)
BUMD (Bidang Air Minum)"
1;1;05;02;03;001;"Bagian Laba yang Dibagikan kepada Pemerintah
Daerah atas Penyertaan Modal pada (Dividen)
BUMD (Bidang Air Minum) …"
1;1;05;02;03;002;Dst …
1;1;05;02;04;;"Bagian Laba yang Dibagikan kepada Pemerintah
Daerah atas Penyertaan Modal pada (Dividen)
BUMD (Bidang Limbah)"
1;1;05;02;04;001;"Bagian Laba yang Dibagikan kepada Pemerintah
atas Penyertaan Modal Daerah pada (Dividen)
Milik Daerah/BUMD (Bidang Perusahaan
Limbah) …"
1;1;05;02;04;002;Dst …
1;1;05;02;05;;"Bagian Laba yang Dibagikan kepada Pemerintah
Daerah atas Penyertaan Modal pada (Dividen)
BUMD (Bidang Sanitasi)"
1;1;05;02;05;001;"Bagian Laba yang Dibagikan kepada Pemerintah
atas Penyertaan Modal Daerah pada (Dividen)
Milik Daerah/BUMD (Bidang Perusahaan
Sanitasi) …"
1;1;05;02;05;002;Dst …
1;1;06;;;;Piutang Lain-lain PAD yang Sah
1;1;06;01;;;"Piutang Hasil Penjualan BMD yang Tidak
Dipisahkan"
1;1;06;01;01;;Piutang Hasil Penjualan Tanah
1;1;06;01;02;003;"Piutang
Ukur"
1;1;06;01;02;007;"Piutang Hasil Penjualan Alat Kedokteran dan
Kesehatan"
1;1;06;01;02;008;Piutang Hasil Penjualan Alat Laboratorium
1;1;06;01;02;010;Piutang Hasil Penjualan Komputer
1;1;06;01;02;011;Piutang Hasil Penjualan Alat Eksplorasi
1;1;06;01;02;012;Piutang Hasil Penjualan Alat Pengeboran
1;1;06;01;02;013;"Piutang Hasil Penjualan Alat Produksi,
Pengolahan, dan Pemurnian"
1;1;06;01;02;014;Piutang Hasil Penjualan Alat Bantu Eksplorasi
1;1;06;01;02;015;Piutang Hasil Penjualan Alat Keselamatan Kerja
1;1;06;01;02;016;Piutang Hasil Penjualan Alat Peraga
1;1;06;01;02;017;"Piutang Hasil Penjualan Peralatan
Proses/Produksi"
1;1;06;01;02;018;Piutang Hasil Penjualan Rambu-Rambu
1;1;06;01;02;019;Piutang Hasil Penjualan Peralatan Olahraga
1;1;06;01;03;;Piutang Hasil Penjualan Gedung dan Bangunan
